ticker,report_type,filing_date,filename,filing_id,Label_T5,Label_T10,Label_T20
MSFT,10-K,2016-07-28,MSFT_10-K_0001193125-16-662209.txt,0001193125-16-662209,1.0,1.0,1.0
MSFT,10-Q,2016-10-20,MSFT_10-Q_0001193125-16-742796.txt,0001193125-16-742796,1.0,1.0,1.0
MSFT,10-Q,2017-01-26,MSFT_10-Q_0001564590-17-000654.txt,0001564590-17-000654,-1.0,0.0,1.0
MSFT,10-Q,2017-04-27,MSFT_10-Q_0001564590-17-007547.txt,0001564590-17-007547,1.0,0.0,1.0
MSFT,10-K,2017-08-02,MSFT_10-K_0001564590-17-014900.txt,0001564590-17-014900,0.0,1.0,1.0
MSFT,10-Q,2017-10-26,MSFT_10-Q_0001564590-17-020171.txt,0001564590-17-020171,1.0,1.0,1.0
MSFT,10-Q,2018-01-31,MSFT_10-Q_0001564590-18-001129.txt,0001564590-18-001129,-1.0,-1.0,-1.0
MSFT,10-Q,2018-04-26,MSFT_10-Q_0001564590-18-009307.txt,0001564590-18-009307,0.0,1.0,1.0
MSFT,10-K,2018-08-03,MSFT_10-K_0001564590-18-019062.txt,0001564590-18-019062,0.0,0.0,1.0
MSFT,10-Q,2018-10-24,MSFT_10-Q_0001564590-18-024893.txt,0001564590-18-024893,1.0,1.0,0.0
MSFT,10-Q,2019-01-30,MSFT_10-Q_0001564590-19-001392.txt,0001564590-19-001392,0.0,0.0,1.0
MSFT,10-Q,2019-04-24,MSFT_10-Q_0001564590-19-012709.txt,0001564590-19-012709,1.0,0.0,1.0
MSFT,10-K,2019-08-01,MSFT_10-K_0001564590-19-027952.txt,0001564590-19-027952,0.0,-1.0,0.0
MSFT,10-Q,2019-10-23,MSFT_10-Q_0001564590-19-037549.txt,0001564590-19-037549,1.0,1.0,1.0
MSFT,10-Q,2020-01-29,MSFT_10-Q_0001564590-20-002450.txt,0001564590-20-002450,1.0,1.0,-1.0
MSFT,10-Q,2020-04-29,MSFT_10-Q_0001564590-20-019706.txt,0001564590-20-019706,0.0,0.0,0.0
MSFT,10-K,2020-07-30,MSFT_10-K_0001564590-20-034944.txt,0001564590-20-034944,1.0,1.0,1.0
MSFT,10-Q,2020-10-27,MSFT_10-Q_0001564590-20-047996.txt,0001564590-20-047996,-1.0,0.0,0.0
MSFT,10-Q,2021-01-26,MSFT_10-Q_0001564590-21-002316.txt,0001564590-21-002316,1.0,1.0,0.0
MSFT,10-Q,2021-04-27,MSFT_10-Q_0001564590-21-020891.txt,0001564590-21-020891,-1.0,-1.0,-1.0
MSFT,10-K,2021-07-29,MSFT_10-K_0001564590-21-039151.txt,0001564590-21-039151,1.0,1.0,1.0
MSFT,10-Q,2021-10-26,MSFT_10-Q_0001564590-21-051992.txt,0001564590-21-051992,1.0,1.0,1.0
MSFT,10-Q,2022-01-25,MSFT_10-Q_0001564590-22-002324.txt,0001564590-22-002324,1.0,1.0,-1.0
MSFT,10-Q,2022-04-26,MSFT_10-Q_0001564590-22-015675.txt,0001564590-22-015675,1.0,0.0,-1.0
MSFT,10-K,2022-07-28,MSFT_10-K_0001564590-22-026876.txt,0001564590-22-026876,1.0,1.0,0.0
MSFT,10-Q,2022-10-25,MSFT_10-Q_0001564590-22-035087.txt,0001564590-22-035087,-1.0,-1.0,0.0
MSFT,10-Q,2023-01-24,MSFT_10-Q_0001564590-23-000733.txt,0001564590-23-000733,1.0,1.0,1.0
MSFT,10-Q,2023-04-25,MSFT_10-Q_0000950170-23-014423.txt,0000950170-23-014423,1.0,1.0,1.0
MSFT,10-K,2023-07-27,MSFT_10-K_0000950170-23-035122.txt,0000950170-23-035122,0.0,-1.0,-1.0
MSFT,10-Q,2023-10-24,MSFT_10-Q_0000950170-23-054855.txt,0000950170-23-054855,1.0,1.0,1.0
MSFT,10-Q,2024-01-30,MSFT_10-Q_0000950170-24-008814.txt,0000950170-24-008814,0.0,0.0,0.0
MSFT,10-Q,2024-04-25,MSFT_10-Q_0000950170-24-048288.txt,0000950170-24-048288,0.0,1.0,1.0
MSFT,10-K,2024-07-30,MSFT_10-K_0000950170-24-087843.txt,0000950170-24-087843,-1.0,-1.0,-1.0
MSFT,10-Q,2024-10-30,MSFT_10-Q_0000950170-24-118967.txt,0000950170-24-118967,-1.0,-1.0,-1.0
MSFT,10-Q,2025-01-29,MSFT_10-Q_0000950170-25-010491.txt,0000950170-25-010491,-1.0,-1.0,-1.0
MSFT,10-Q,2025-04-30,MSFT_10-Q_0000950170-25-061046.txt,0000950170-25-061046,1.0,1.0,1.0
MSFT,10-K,2025-07-30,MSFT_10-K_0000950170-25-100235.txt,0000950170-25-100235,1.0,1.0,-1.0
MSFT,10-Q,2025-10-29,MSFT_10-Q_0001193125-25-256321.txt,0001193125-25-256321,-1.0,-1.0,-1.0
HON,10-K,2016-02-12,HON_10-K_0000930413-16-005457.txt,0000930413-16-005457,0.0,0.0,1.0
HON,10-Q,2016-04-22,HON_10-Q_0000930413-16-006542.txt,0000930413-16-006542,0.0,0.0,0.0
HON,10-Q,2016-07-22,HON_10-Q_0000930413-16-007670.txt,0000930413-16-007670,0.0,0.0,0.0
HON,10-Q,2016-10-21,HON_10-Q_0000930413-16-008530.txt,0000930413-16-008530,0.0,0.0,1.0
HON,10-K,2017-02-10,HON_10-K_0000930413-17-000391.txt,0000930413-17-000391,1.0,1.0,1.0
HON,10-Q,2017-04-21,HON_10-Q_0000930413-17-001646.txt,0000930413-17-001646,1.0,1.0,1.0
HON,10-Q,2017-10-20,HON_10-Q_0000930413-17-003588.txt,0000930413-17-003588,1.0,0.0,1.0
HON,10-K,2018-02-09,HON_10-K_0000930413-18-000292.txt,0000930413-18-000292,1.0,1.0,1.0
HON,10-Q,2018-04-20,HON_10-Q_0000930413-18-001371.txt,0000930413-18-001371,-1.0,-1.0,0.0
HON,10-Q,2018-07-20,HON_10-Q_0000930413-18-002303.txt,0000930413-18-002303,1.0,0.0,1.0
HON,10-Q,2018-10-19,HON_10-Q_0000930413-18-003111.txt,0000930413-18-003111,-1.0,-1.0,0.0
HON,10-K,2019-02-08,HON_10-K_0000930413-19-000366.txt,0000930413-19-000366,1.0,1.0,1.0
HON,10-Q,2019-04-18,HON_10-Q_0001628280-19-004415.txt,0001628280-19-004415,1.0,1.0,0.0
HON,10-Q,2019-07-18,HON_10-Q_0000773840-19-000013.txt,0000773840-19-000013,0.0,-1.0,-1.0
HON,10-Q,2019-10-17,HON_10-Q_0000773840-19-000026.txt,0000773840-19-000026,1.0,1.0,1.0
HON,10-K,2020-02-14,HON_10-K_0000773840-20-000009.txt,0000773840-20-000009,-1.0,-1.0,-1.0
HON,10-Q,2020-05-01,HON_10-Q_0000773840-20-000025.txt,0000773840-20-000025,0.0,-1.0,1.0
HON,10-Q,2020-07-24,HON_10-Q_0000773840-20-000038.txt,0000773840-20-000038,0.0,1.0,1.0
HON,10-Q,2020-10-30,HON_10-Q_0000773840-20-000048.txt,0000773840-20-000048,1.0,1.0,1.0
HON,10-K,2021-02-12,HON_10-K_0000773840-21-000015.txt,0000773840-21-000015,0.0,1.0,1.0
HON,10-Q,2021-04-23,HON_10-Q_0000773840-21-000032.txt,0000773840-21-000032,0.0,1.0,0.0
HON,10-Q,2021-07-23,HON_10-Q_0000773840-21-000057.txt,0000773840-21-000057,1.0,0.0,0.0
HON,10-Q,2021-10-22,HON_10-Q_0000773840-21-000065.txt,0000773840-21-000065,0.0,1.0,0.0
HON,10-K,2022-02-11,HON_10-K_0000773840-22-000018.txt,0000773840-22-000018,-1.0,1.0,0.0
HON,10-Q,2022-04-29,HON_10-Q_0000773840-22-000037.txt,0000773840-22-000037,0.0,0.0,1.0
HON,10-Q,2022-07-28,HON_10-Q_0000773840-22-000054.txt,0000773840-22-000054,0.0,1.0,1.0
HON,10-Q,2022-10-27,HON_10-Q_0000773840-22-000071.txt,0000773840-22-000071,1.0,1.0,1.0
HON,10-K,2023-02-10,HON_10-K_0000773840-23-000013.txt,0000773840-23-000013,0.0,-1.0,-1.0
HON,10-Q,2023-04-27,HON_10-Q_0000773840-23-000038.txt,0000773840-23-000038,0.0,-1.0,-1.0
HON,10-Q,2023-07-27,HON_10-Q_0000773840-23-000073.txt,0000773840-23-000073,-1.0,-1.0,-1.0
HON,10-Q,2023-10-26,HON_10-Q_0000773840-23-000085.txt,0000773840-23-000085,1.0,1.0,1.0
HON,10-K,2024-02-16,HON_10-K_0000773840-24-000014.txt,0000773840-24-000014,0.0,1.0,0.0
HON,10-Q,2024-04-25,HON_10-Q_0000773840-24-000051.txt,0000773840-24-000051,0.0,1.0,1.0
HON,10-Q,2024-07-25,HON_10-Q_0000773840-24-000082.txt,0000773840-24-000082,0.0,0.0,0.0
HON,10-Q,2024-10-24,HON_10-Q_0000773840-24-000099.txt,0000773840-24-000099,-1.0,1.0,1.0
HON,10-K,2025-02-14,HON_10-K_0000773840-25-000010.txt,0000773840-25-000010,1.0,1.0,1.0
HON,10-Q,2025-04-29,HON_10-Q_0000773840-25-000037.txt,0000773840-25-000037,0.0,0.0,1.0
HON,10-Q,2025-07-24,HON_10-Q_0000773840-25-000064.txt,0000773840-25-000064,0.0,-1.0,-1.0
HON,10-Q,2025-10-23,HON_10-Q_0000773840-25-000105.txt,0000773840-25-000105,-1.0,-1.0,-1.0
BMY,10-K,2016-02-12,BMY_10-K_0000014272-16-000288.txt,0000014272-16-000288,1.0,1.0,1.0
BMY,10-Q,2016-04-28,BMY_10-Q_0000014272-16-000399.txt,0000014272-16-000399,-1.0,-1.0,-1.0
BMY,10-Q,2016-07-28,BMY_10-Q_0000014272-16-000461.txt,0000014272-16-000461,0.0,-1.0,-1.0
BMY,10-Q,2016-10-27,BMY_10-Q_0000014272-16-000491.txt,0000014272-16-000491,-1.0,1.0,1.0
BMY,10-K,2017-02-21,BMY_10-K_0000014272-17-000047.txt,0000014272-17-000047,1.0,1.0,0.0
BMY,10-Q,2017-04-27,BMY_10-Q_0000014272-17-000132.txt,0000014272-17-000132,0.0,0.0,-1.0
BMY,10-Q,2017-07-27,BMY_10-Q_0000014272-17-000165.txt,0000014272-17-000165,1.0,1.0,1.0
BMY,10-Q,2017-10-26,BMY_10-Q_0000014272-17-000195.txt,0000014272-17-000195,1.0,1.0,0.0
BMY,10-K,2018-02-13,BMY_10-K_0000014272-18-000055.txt,0000014272-18-000055,1.0,1.0,1.0
BMY,10-Q,2018-04-26,BMY_10-Q_0000014272-18-000117.txt,0000014272-18-000117,0.0,0.0,0.0
BMY,10-Q,2018-07-26,BMY_10-Q_0000014272-18-000160.txt,0000014272-18-000160,1.0,1.0,1.0
BMY,10-Q,2018-10-25,BMY_10-Q_0000014272-18-000197.txt,0000014272-18-000197,1.0,1.0,1.0
BMY,10-K,2019-02-25,BMY_10-K_0000014272-19-000047.txt,0000014272-19-000047,1.0,0.0,-1.0
BMY,10-Q,2019-04-25,BMY_10-Q_0000014272-19-000107.txt,0000014272-19-000107,1.0,1.0,1.0
BMY,10-Q,2019-07-25,BMY_10-Q_0000014272-19-000160.txt,0000014272-19-000160,0.0,1.0,1.0
BMY,10-Q,2019-10-31,BMY_10-Q_0000014272-19-000194.txt,0000014272-19-000194,0.0,1.0,0.0
BMY,10-K,2020-02-24,BMY_10-K_0000014272-20-000082.txt,0000014272-20-000082,-1.0,-1.0,-1.0
BMY,10-Q,2020-05-07,BMY_10-Q_0000014272-20-000168.txt,0000014272-20-000168,1.0,0.0,0.0
BMY,10-Q,2020-08-06,BMY_10-Q_0000014272-20-000229.txt,0000014272-20-000229,1.0,1.0,-1.0
BMY,10-Q,2020-11-05,BMY_10-Q_0000014272-20-000279.txt,0000014272-20-000279,0.0,-1.0,-1.0
BMY,10-K,2021-02-10,BMY_10-K_0000014272-21-000066.txt,0000014272-21-000066,1.0,1.0,0.0
BMY,10-Q,2021-04-29,BMY_10-Q_0000014272-21-000126.txt,0000014272-21-000126,1.0,1.0,1.0
BMY,10-Q,2021-07-28,BMY_10-Q_0000014272-21-000186.txt,0000014272-21-000186,0.0,-1.0,-1.0
BMY,10-Q,2021-10-27,BMY_10-Q_0000014272-21-000224.txt,0000014272-21-000224,1.0,1.0,0.0
BMY,10-K,2022-02-09,BMY_10-K_0000014272-22-000051.txt,0000014272-22-000051,0.0,0.0,1.0
BMY,10-Q,2022-04-29,BMY_10-Q_0000014272-22-000114.txt,0000014272-22-000114,1.0,0.0,0.0
BMY,10-Q,2022-07-27,BMY_10-Q_0000014272-22-000166.txt,0000014272-22-000166,-1.0,0.0,-1.0
BMY,10-Q,2022-10-26,BMY_10-Q_0000014272-22-000196.txt,0000014272-22-000196,1.0,1.0,1.0
BMY,10-K,2023-02-14,BMY_10-K_0000014272-23-000046.txt,0000014272-23-000046,0.0,-1.0,-1.0
BMY,10-Q,2023-04-27,BMY_10-Q_0000014272-23-000104.txt,0000014272-23-000104,-1.0,1.0,-1.0
BMY,10-Q,2023-07-27,BMY_10-Q_0000014272-23-000152.txt,0000014272-23-000152,0.0,0.0,0.0
BMY,10-Q,2023-10-26,BMY_10-Q_0000014272-23-000181.txt,0000014272-23-000181,-1.0,-1.0,-1.0
BMY,10-K,2024-02-13,BMY_10-K_0000014272-24-000044.txt,0000014272-24-000044,1.0,1.0,1.0
BMY,10-Q,2024-10-31,BMY_10-Q_0000014272-24-000147.txt,0000014272-24-000147,-1.0,1.0,1.0
BMY,10-K,2025-02-12,BMY_10-K_0000014272-25-000039.txt,0000014272-25-000039,0.0,1.0,1.0
BMY,10-Q,2025-04-24,BMY_10-Q_0000014272-25-000091.txt,0000014272-25-000091,0.0,-1.0,-1.0
BMY,10-Q,2025-07-31,BMY_10-Q_0000014272-25-000131.txt,0000014272-25-000131,1.0,1.0,1.0
BMY,10-Q,2025-10-30,BMY_10-Q_0000014272-25-000149.txt,0000014272-25-000149,1.0,1.0,1.0
META,10-K,2016-01-28,META_10-K_0001326801-16-000043.txt,0001326801-16-000043,0.0,-1.0,0.0
META,10-Q,2016-04-28,META_10-Q_0001326801-16-000067.txt,0001326801-16-000067,0.0,1.0,1.0
META,10-Q,2016-07-28,META_10-Q_0001326801-16-000082.txt,0001326801-16-000082,0.0,0.0,0.0
META,10-Q,2016-11-03,META_10-Q_0001326801-16-000087.txt,0001326801-16-000087,0.0,-1.0,-1.0
META,10-K,2017-02-03,META_10-K_0001326801-17-000007.txt,0001326801-17-000007,1.0,1.0,1.0
META,10-Q,2017-05-04,META_10-Q_0001326801-17-000024.txt,0001326801-17-000024,0.0,-1.0,1.0
META,10-Q,2017-07-27,META_10-Q_0001326801-17-000038.txt,0001326801-17-000038,0.0,-1.0,-1.0
META,10-Q,2017-11-02,META_10-Q_0001326801-17-000053.txt,0001326801-17-000053,0.0,0.0,-1.0
META,10-K,2018-02-01,META_10-K_0001326801-18-000009.txt,0001326801-18-000009,-1.0,-1.0,-1.0
META,10-Q,2018-04-26,META_10-Q_0001326801-18-000032.txt,0001326801-18-000032,0.0,1.0,1.0
META,10-Q,2018-07-26,META_10-Q_0001326801-18-000057.txt,0001326801-18-000057,0.0,0.0,0.0
META,10-Q,2018-10-31,META_10-Q_0001326801-18-000067.txt,0001326801-18-000067,0.0,-1.0,-1.0
META,10-K,2019-01-31,META_10-K_0001326801-19-000009.txt,0001326801-19-000009,0.0,0.0,0.0
META,10-Q,2019-04-25,META_10-Q_0001326801-19-000037.txt,0001326801-19-000037,0.0,-1.0,-1.0
META,10-Q,2019-07-25,META_10-Q_0001326801-19-000055.txt,0001326801-19-000055,-1.0,-1.0,-1.0
META,10-Q,2019-10-31,META_10-Q_0001326801-19-000069.txt,0001326801-19-000069,0.0,0.0,1.0
META,10-K,2020-01-30,META_10-K_0001326801-20-000013.txt,0001326801-20-000013,0.0,0.0,-1.0
META,10-Q,2020-04-30,META_10-Q_0001326801-20-000048.txt,0001326801-20-000048,0.0,0.0,1.0
META,10-Q,2020-07-31,META_10-Q_0001326801-20-000076.txt,0001326801-20-000076,1.0,1.0,1.0
META,10-Q,2020-10-30,META_10-Q_0001326801-20-000084.txt,0001326801-20-000084,1.0,1.0,1.0
META,10-K,2021-01-28,META_10-K_0001326801-21-000014.txt,0001326801-21-000014,0.0,0.0,-1.0
META,10-Q,2021-04-29,META_10-Q_0001326801-21-000033.txt,0001326801-21-000033,-1.0,-1.0,0.0
META,10-Q,2021-07-29,META_10-Q_0001326801-21-000049.txt,0001326801-21-000049,0.0,0.0,0.0
META,10-Q,2021-10-26,META_10-Q_0001326801-21-000065.txt,0001326801-21-000065,1.0,1.0,1.0
META,10-K,2022-02-03,META_10-K_0001326801-22-000018.txt,0001326801-22-000018,0.0,-1.0,-1.0
META,10-Q,2022-04-28,META_10-Q_0001326801-22-000057.txt,0001326801-22-000057,0.0,-1.0,-1.0
META,10-Q,2022-07-28,META_10-Q_0001326801-22-000082.txt,0001326801-22-000082,1.0,1.0,1.0
META,10-Q,2022-10-27,META_10-Q_0001326801-22-000108.txt,0001326801-22-000108,-1.0,1.0,1.0
META,10-K,2023-02-02,META_10-K_0001326801-23-000013.txt,0001326801-23-000013,-1.0,-1.0,0.0
META,10-Q,2023-04-27,META_10-Q_0001326801-23-000067.txt,0001326801-23-000067,0.0,0.0,1.0
META,10-Q,2023-07-27,META_10-Q_0001326801-23-000093.txt,0001326801-23-000093,0.0,0.0,-1.0
META,10-Q,2023-10-26,META_10-Q_0001326801-23-000103.txt,0001326801-23-000103,1.0,1.0,1.0
META,10-K,2024-02-02,META_10-K_0001326801-24-000012.txt,0001326801-24-000012,0.0,0.0,1.0
META,10-Q,2024-04-25,META_10-Q_0001326801-24-000049.txt,0001326801-24-000049,0.0,1.0,1.0
META,10-Q,2024-08-01,META_10-Q_0001326801-24-000069.txt,0001326801-24-000069,0.0,1.0,1.0
META,10-Q,2024-10-31,META_10-Q_0001326801-24-000081.txt,0001326801-24-000081,1.0,1.0,0.0
META,10-K,2025-01-30,META_10-K_0001326801-25-000017.txt,0001326801-25-000017,1.0,1.0,-1.0
META,10-Q,2025-05-01,META_10-Q_0001326801-25-000054.txt,0001326801-25-000054,0.0,1.0,1.0
META,10-Q,2025-07-31,META_10-Q_0001628280-25-036791.txt,0001628280-25-036791,0.0,0.0,-1.0
META,10-Q,2025-10-30,META_10-Q_0001628280-25-047240.txt,0001628280-25-047240,-1.0,-1.0,0.0
PG,10-Q,2016-01-26,PG_10-Q_0000080424-16-000166.txt,0000080424-16-000166,1.0,1.0,1.0
PG,10-Q,2016-04-26,PG_10-Q_0000080424-16-000183.txt,0000080424-16-000183,1.0,1.0,1.0
PG,10-K,2016-08-09,PG_10-K_0000080424-16-000212.txt,0000080424-16-000212,1.0,1.0,1.0
PG,10-Q,2016-10-25,PG_10-Q_0000080424-16-000244.txt,0000080424-16-000244,0.0,0.0,-1.0
PG,10-Q,2017-01-20,PG_10-Q_0000080424-17-000011.txt,0000080424-17-000011,0.0,0.0,1.0
PG,10-Q,2017-04-26,PG_10-Q_0000080424-17-000026.txt,0000080424-17-000026,-1.0,-1.0,-1.0
PG,10-K,2017-08-07,PG_10-K_0000080424-17-000047.txt,0000080424-17-000047,0.0,1.0,1.0
PG,10-Q,2017-10-20,PG_10-Q_0000080424-17-000078.txt,0000080424-17-000078,-1.0,-1.0,0.0
PG,10-Q,2018-01-23,PG_10-Q_0000080424-18-000013.txt,0000080424-18-000013,-1.0,-1.0,-1.0
PG,10-Q,2018-04-19,PG_10-Q_0000080424-18-000034.txt,0000080424-18-000034,-1.0,-1.0,-1.0
PG,10-K,2018-08-07,PG_10-K_0000080424-18-000055.txt,0000080424-18-000055,-1.0,1.0,1.0
PG,10-Q,2018-10-19,PG_10-Q_0000080424-18-000100.txt,0000080424-18-000100,0.0,1.0,1.0
PG,10-Q,2019-01-23,PG_10-Q_0000080424-19-000014.txt,0000080424-19-000014,0.0,1.0,1.0
PG,10-Q,2019-04-23,PG_10-Q_0000080424-19-000031.txt,0000080424-19-000031,1.0,1.0,1.0
PG,10-K,2019-08-06,PG_10-K_0000080424-19-000050.txt,0000080424-19-000050,1.0,1.0,1.0
PG,10-Q,2019-10-22,PG_10-Q_0000080424-19-000086.txt,0000080424-19-000086,0.0,-1.0,0.0
PG,10-Q,2020-01-23,PG_10-Q_0000080424-20-000017.txt,0000080424-20-000017,1.0,1.0,1.0
PG,10-Q,2020-04-20,PG_10-Q_0000080424-20-000038.txt,0000080424-20-000038,0.0,0.0,0.0
PG,10-K,2020-08-06,PG_10-K_0000080424-20-000053.txt,0000080424-20-000053,1.0,1.0,1.0
PG,10-Q,2020-10-20,PG_10-Q_0000080424-20-000097.txt,0000080424-20-000097,0.0,0.0,0.0
PG,10-Q,2021-01-20,PG_10-Q_0000080424-21-000026.txt,0000080424-21-000026,-1.0,-1.0,-1.0
PG,10-Q,2021-04-20,PG_10-Q_0000080424-21-000062.txt,0000080424-21-000062,-1.0,-1.0,0.0
PG,10-K,2021-08-06,PG_10-K_0000080424-21-000100.txt,0000080424-21-000100,1.0,1.0,1.0
PG,10-Q,2021-10-19,PG_10-Q_0000080424-21-000129.txt,0000080424-21-000129,1.0,1.0,1.0
PG,10-Q,2022-01-19,PG_10-Q_0000080424-22-000016.txt,0000080424-22-000016,-1.0,0.0,-1.0
PG,10-Q,2022-04-20,PG_10-Q_0000080424-22-000035.txt,0000080424-22-000035,-1.0,-1.0,-1.0
PG,10-K,2022-08-05,PG_10-K_0000080424-22-000064.txt,0000080424-22-000064,0.0,1.0,-1.0
PG,10-Q,2022-10-19,PG_10-Q_0000080424-22-000102.txt,0000080424-22-000102,1.0,1.0,1.0
PG,10-Q,2023-01-19,PG_10-Q_0000080424-23-000014.txt,0000080424-23-000014,0.0,0.0,-1.0
PG,10-K,2023-08-04,PG_10-K_0000080424-23-000073.txt,0000080424-23-000073,1.0,-1.0,0.0
PG,10-Q,2023-10-18,PG_10-Q_0000080424-23-000103.txt,0000080424-23-000103,1.0,0.0,1.0
PG,10-Q,2024-01-23,PG_10-Q_0000080424-24-000018.txt,0000080424-24-000018,1.0,1.0,1.0
PG,10-Q,2024-04-19,PG_10-Q_0000080424-24-000051.txt,0000080424-24-000051,1.0,1.0,1.0
PG,10-K,2024-08-05,PG_10-K_0000080424-24-000083.txt,0000080424-24-000083,0.0,0.0,1.0
PG,10-Q,2024-10-18,PG_10-Q_0000080424-24-000113.txt,0000080424-24-000113,-1.0,-1.0,-1.0
PG,10-Q,2025-01-22,PG_10-Q_0000080424-25-000013.txt,0000080424-25-000013,1.0,1.0,1.0
PG,10-Q,2025-04-24,PG_10-Q_0000080424-25-000037.txt,0000080424-25-000037,0.0,0.0,1.0
PG,10-K,2025-08-04,PG_10-K_0000080424-25-000076.txt,0000080424-25-000076,1.0,1.0,1.0
PG,10-Q,2025-10-24,PG_10-Q_0000080424-25-000245.txt,0000080424-25-000245,-1.0,-1.0,-1.0
KO,10-K,2016-02-25,KO_10-K_0000021344-16-000050.txt,0000021344-16-000050,0.0,1.0,1.0
KO,10-Q,2016-04-28,KO_10-Q_0000021344-16-000059.txt,0000021344-16-000059,0.0,1.0,0.0
KO,10-Q,2016-07-28,KO_10-Q_0000021344-16-000065.txt,0000021344-16-000065,0.0,0.0,0.0
KO,10-Q,2016-10-27,KO_10-Q_0000021344-16-000076.txt,0000021344-16-000076,0.0,-1.0,-1.0
KO,10-K,2017-02-24,KO_10-K_0000021344-17-000009.txt,0000021344-17-000009,1.0,1.0,1.0
KO,10-Q,2017-04-27,KO_10-Q_0000021344-17-000019.txt,0000021344-17-000019,1.0,1.0,1.0
KO,10-Q,2017-07-27,KO_10-Q_0000021344-17-000026.txt,0000021344-17-000026,-1.0,-1.0,-1.0
KO,10-Q,2017-10-26,KO_10-Q_0000021344-17-000032.txt,0000021344-17-000032,-1.0,0.0,-1.0
KO,10-K,2018-02-23,KO_10-K_0000021344-18-000008.txt,0000021344-18-000008,0.0,1.0,-1.0
KO,10-Q,2018-05-01,KO_10-Q_0000021344-18-000023.txt,0000021344-18-000023,-1.0,-1.0,1.0
KO,10-Q,2018-07-26,KO_10-Q_0000021344-18-000032.txt,0000021344-18-000032,0.0,0.0,-1.0
KO,10-Q,2018-10-30,KO_10-Q_0000021344-18-000042.txt,0000021344-18-000042,1.0,1.0,1.0
KO,10-K,2019-02-21,KO_10-K_0000021344-19-000014.txt,0000021344-19-000014,0.0,0.0,0.0
KO,10-Q,2019-04-25,KO_10-Q_0000021344-19-000028.txt,0000021344-19-000028,1.0,-1.0,1.0
KO,10-Q,2019-07-25,KO_10-Q_0000021344-19-000034.txt,0000021344-19-000034,-1.0,0.0,1.0
KO,10-Q,2019-10-24,KO_10-Q_0000021344-19-000042.txt,0000021344-19-000042,0.0,-1.0,-1.0
KO,10-K,2020-02-24,KO_10-K_0000021344-20-000006.txt,0000021344-20-000006,-1.0,-1.0,-1.0
KO,10-Q,2020-04-24,KO_10-Q_0000021344-20-000014.txt,0000021344-20-000014,0.0,0.0,0.0
KO,10-Q,2020-07-22,KO_10-Q_0000021344-20-000041.txt,0000021344-20-000041,0.0,-1.0,-1.0
KO,10-Q,2020-10-22,KO_10-Q_0000021344-20-000046.txt,0000021344-20-000046,-1.0,-1.0,1.0
KO,10-K,2021-02-25,KO_10-K_0000021344-21-000008.txt,0000021344-21-000008,0.0,1.0,1.0
KO,10-Q,2021-04-27,KO_10-Q_0000021344-21-000014.txt,0000021344-21-000014,1.0,1.0,1.0
KO,10-Q,2021-07-26,KO_10-Q_0000021344-21-000024.txt,0000021344-21-000024,0.0,0.0,-1.0
KO,10-Q,2021-10-28,KO_10-Q_0000021344-21-000030.txt,0000021344-21-000030,1.0,1.0,-1.0
KO,10-K,2022-02-22,KO_10-K_0000021344-22-000009.txt,0000021344-22-000009,0.0,-1.0,-1.0
KO,10-Q,2022-04-28,KO_10-Q_0000021344-22-000016.txt,0000021344-22-000016,-1.0,-1.0,-1.0
KO,10-Q,2022-07-27,KO_10-Q_0000021344-22-000034.txt,0000021344-22-000034,1.0,0.0,1.0
KO,10-Q,2022-10-26,KO_10-Q_0000021344-22-000042.txt,0000021344-22-000042,0.0,0.0,1.0
KO,10-K,2023-02-21,KO_10-K_0000021344-23-000011.txt,0000021344-23-000011,0.0,0.0,1.0
KO,10-Q,2023-04-26,KO_10-Q_0000021344-23-000024.txt,0000021344-23-000024,0.0,0.0,-1.0
KO,10-Q,2023-07-27,KO_10-Q_0000021344-23-000048.txt,0000021344-23-000048,-1.0,-1.0,-1.0
KO,10-Q,2023-10-24,KO_10-Q_0000021344-23-000060.txt,0000021344-23-000060,0.0,1.0,1.0
KO,10-K,2024-02-20,KO_10-K_0000021344-24-000009.txt,0000021344-24-000009,0.0,-1.0,0.0
KO,10-Q,2024-05-02,KO_10-Q_0000021344-24-000017.txt,0000021344-24-000017,1.0,1.0,1.0
KO,10-Q,2024-07-29,KO_10-Q_0000021344-24-000044.txt,0000021344-24-000044,1.0,1.0,1.0
KO,10-Q,2024-10-24,KO_10-Q_0000021344-24-000060.txt,0000021344-24-000060,-1.0,-1.0,-1.0
KO,10-K,2025-02-20,KO_10-K_0000021344-25-000011.txt,0000021344-25-000011,0.0,0.0,0.0
KO,10-Q,2025-05-01,KO_10-Q_0000021344-25-000029.txt,0000021344-25-000029,0.0,0.0,0.0
KO,10-Q,2025-07-24,KO_10-Q_0000021344-25-000061.txt,0000021344-25-000061,-1.0,1.0,1.0
KO,10-Q,2025-10-23,KO_10-Q_0001628280-25-046054.txt,0001628280-25-046054,-1.0,-1.0,1.0
CMCSA,10-K,2016-02-05,CMCSA_10-K_0001193125-16-452423.txt,0001193125-16-452423,-1.0,-1.0,0.0
CMCSA,10-Q,2016-04-27,CMCSA_10-Q_0001193125-16-558907.txt,0001193125-16-558907,0.0,1.0,1.0
